split,task,model,partition,random_state,true_label,predicted_label,count
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,1.0,acetone,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,1.0,acetone,alcohol,17
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,1.0,acetone,acetone,54
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,2.0,air,air,24
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,2.0,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,2.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,2.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,2.0,alcohol,alcohol,33
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,2.0,alcohol,acetone,4
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,2.0,acetone,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,2.0,acetone,alcohol,4
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,2.0,acetone,acetone,33
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,2.0,air,air,10
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,2.0,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,2.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,2.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,2.0,alcohol,alcohol,15
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,2.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,2.0,acetone,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,2.0,acetone,alcohol,8
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,2.0,acetone,acetone,7
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,2.0,air,air,63
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,2.0,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,2.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,2.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,2.0,alcohol,alcohol,71
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,2.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,2.0,acetone,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,2.0,acetone,alcohol,17
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,2.0,acetone,acetone,54
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,3.0,air,air,24
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,3.0,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,3.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,3.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,3.0,alcohol,alcohol,33
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,3.0,alcohol,acetone,4
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,3.0,acetone,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,3.0,acetone,alcohol,4
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,3.0,acetone,acetone,33
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,3.0,air,air,10
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,3.0,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,3.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,3.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,3.0,alcohol,alcohol,15
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,3.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,3.0,acetone,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,3.0,acetone,alcohol,8
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,3.0,acetone,acetone,7
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,3.0,air,air,63
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,3.0,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,3.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,3.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,3.0,alcohol,alcohol,71
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,3.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,3.0,acetone,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,3.0,acetone,alcohol,17
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,3.0,acetone,acetone,54
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,4.0,air,air,24
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,4.0,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,4.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,4.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,4.0,alcohol,alcohol,33
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,4.0,alcohol,acetone,4
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,4.0,acetone,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,4.0,acetone,alcohol,5
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,4.0,acetone,acetone,32
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,4.0,air,air,10
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,4.0,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,4.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,4.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,4.0,alcohol,alcohol,15
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,4.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,4.0,acetone,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,4.0,acetone,alcohol,8
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,4.0,acetone,acetone,7
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,4.0,air,air,63
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,4.0,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,4.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,4.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,4.0,alcohol,alcohol,71
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,4.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,4.0,acetone,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,4.0,acetone,alcohol,17
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,4.0,acetone,acetone,54
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,train,,air,air,24
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,train,,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,train,,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,train,,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,train,,alcohol,alcohol,37
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,train,,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,train,,acetone,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,train,,acetone,alcohol,1
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,train,,acetone,acetone,36
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,validation,,air,air,10
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,validation,,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,validation,,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,validation,,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,validation,,alcohol,alcohol,14
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,validation,,alcohol,acetone,1
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,validation,,acetone,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,validation,,acetone,alcohol,1
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,validation,,acetone,acetone,14
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,test,,air,air,60
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,test,,air,alcohol,3
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,test,,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,test,,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,test,,alcohol,alcohol,71
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,test,,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,test,,acetone,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,test,,acetone,alcohol,5
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,test,,acetone,acetone,66
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,0.0,air,air,24
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,0.0,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,0.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,0.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,0.0,alcohol,alcohol,37
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,0.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,0.0,acetone,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,0.0,acetone,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,0.0,acetone,acetone,37
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,0.0,air,air,10
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,0.0,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,0.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,0.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,0.0,alcohol,alcohol,15
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,0.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,0.0,acetone,air,3
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,0.0,acetone,alcohol,3
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,0.0,acetone,acetone,9
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,0.0,air,air,54
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,0.0,air,alcohol,9
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,0.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,0.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,0.0,alcohol,alcohol,71
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,0.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,0.0,acetone,air,2
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,0.0,acetone,alcohol,4
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,0.0,acetone,acetone,65
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,1.0,air,air,24
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,1.0,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,1.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,1.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,1.0,alcohol,alcohol,37
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,1.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,1.0,acetone,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,1.0,acetone,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,1.0,acetone,acetone,37
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,1.0,air,air,10
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,1.0,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,1.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,1.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,1.0,alcohol,alcohol,15
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,1.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,1.0,acetone,air,1
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,1.0,acetone,alcohol,4
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,1.0,acetone,acetone,10
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,1.0,air,air,58
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,1.0,air,alcohol,4
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,1.0,air,acetone,1
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,1.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,1.0,alcohol,alcohol,71
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,1.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,1.0,acetone,air,2
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,1.0,acetone,alcohol,3
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,1.0,acetone,acetone,66
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,2.0,air,air,24
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,2.0,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,2.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,2.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,2.0,alcohol,alcohol,37
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,2.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,2.0,acetone,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,2.0,acetone,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,2.0,acetone,acetone,37
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,2.0,air,air,10
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,2.0,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,2.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,2.0,alcohol,air,1
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,2.0,alcohol,alcohol,14
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,2.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,2.0,acetone,air,3
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,2.0,acetone,alcohol,5
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,2.0,acetone,acetone,7
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,2.0,air,air,57
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,2.0,air,alcohol,6
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,2.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,2.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,2.0,alcohol,alcohol,71
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,2.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,2.0,acetone,air,2
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,2.0,acetone,alcohol,3
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,2.0,acetone,acetone,66
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,3.0,air,air,24
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,3.0,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,3.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,3.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,3.0,alcohol,alcohol,37
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,3.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,3.0,acetone,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,3.0,acetone,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,3.0,acetone,acetone,37
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,3.0,air,air,10
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,3.0,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,3.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,3.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,3.0,alcohol,alcohol,15
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,3.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,3.0,acetone,air,3
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,3.0,acetone,alcohol,5
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,3.0,acetone,acetone,7
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,3.0,air,air,57
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,3.0,air,alcohol,3
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,3.0,air,acetone,3
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,3.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,3.0,alcohol,alcohol,71
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,3.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,3.0,acetone,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,3.0,acetone,alcohol,3
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,3.0,acetone,acetone,68
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,4.0,air,air,24
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,4.0,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,4.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,4.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,4.0,alcohol,alcohol,37
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,4.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,4.0,acetone,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,4.0,acetone,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,4.0,acetone,acetone,37
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,4.0,air,air,10
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,4.0,air,alcohol,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,4.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,4.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,4.0,alcohol,alcohol,15
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,4.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,4.0,acetone,air,1
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,4.0,acetone,alcohol,5
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,4.0,acetone,acetone,9
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,4.0,air,air,57
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,4.0,air,alcohol,6
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,4.0,air,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,4.0,alcohol,air,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,4.0,alcohol,alcohol,71
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,4.0,alcohol,acetone,0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,4.0,acetone,air,1
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,4.0,acetone,alcohol,4
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,4.0,acetone,acetone,66
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,train,,air,air,24
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,train,,air,alcohol,0
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,train,,air,acetone,0
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,train,,alcohol,air,3
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,train,,alcohol,alcohol,34
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,train,,alcohol,acetone,0
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,train,,acetone,air,3
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,train,,acetone,alcohol,0
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,train,,acetone,acetone,34
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,validation,,air,air,6
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,validation,,air,alcohol,0
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,validation,,air,acetone,0
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,validation,,alcohol,air,0
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,validation,,alcohol,alcohol,10
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,validation,,alcohol,acetone,0
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,validation,,acetone,air,1
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,validation,,acetone,alcohol,1
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,validation,,acetone,acetone,8
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,test,,air,air,59
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,test,,air,alcohol,4
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,test,,air,acetone,0
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,test,,alcohol,air,3
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,test,,alcohol,alcohol,68
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,test,,alcohol,acetone,0
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,test,,acetone,air,4
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,test,,acetone,alcohol,4
S7_train_I_D1_3_val_D4_5,three_class_with_air,LDA,test,,acetone,acetone,63
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,train,,air,air,24
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,train,,air,alcohol,0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,train,,air,acetone,0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,train,,alcohol,air,0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,train,,alcohol,alcohol,37
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,train,,alcohol,acetone,0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,train,,acetone,air,2
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,train,,acetone,alcohol,1
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,train,,acetone,acetone,34
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,validation,,air,air,6
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,validation,,air,alcohol,0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,validation,,air,acetone,0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,validation,,alcohol,air,0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,validation,,alcohol,alcohol,10
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,validation,,alcohol,acetone,0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,validation,,acetone,air,0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,validation,,acetone,alcohol,2
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,validation,,acetone,acetone,8
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,test,,air,air,62
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,test,,air,alcohol,1
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,test,,air,acetone,0
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,test,,alcohol,air,1
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,test,,alcohol,alcohol,70
S7_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,test,,alcohol,acetone,0
