architecture,split,variant,description,method,mode,label_usage,selection_usage,final_training,alignment_strength,centroid_strength,algorithm_provenance,seeds,train_accuracy,train_accuracy_std,train_accuracy_min,train_accuracy_max,train_balanced_accuracy,train_balanced_accuracy_std,train_balanced_accuracy_min,train_balanced_accuracy_max,train_macro_f1,train_macro_f1_std,train_macro_f1_min,train_macro_f1_max,test_accuracy,test_accuracy_std,test_accuracy_min,test_accuracy_max,test_balanced_accuracy,test_balanced_accuracy_std,test_balanced_accuracy_min,test_balanced_accuracy_max,test_macro_f1,test_macro_f1_std,test_macro_f1_min,test_macro_f1_max,domain_accuracy,domain_accuracy_std,domain_accuracy_min,domain_accuracy_max,domain_balanced_accuracy,domain_balanced_accuracy_std,domain_balanced_accuracy_min,domain_balanced_accuracy_max,domain_source_recall,domain_source_recall_std,domain_source_recall_min,domain_source_recall_max,domain_target_recall,domain_target_recall_std,domain_target_recall_min,domain_target_recall_max,best_epoch,best_epoch_std,best_epoch_min,best_epoch_max,split_short
two-layer,S5_train_I_D1_val_D2_3,MLP Source-only,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,source-only,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7714285714285714,0.0160231649552569,0.7532467532467533,0.7922077922077922,0.7747003041689031,0.0164567234685801,0.7561281087851137,0.7974592950438361,0.7725005911321783,0.0127355936386522,0.7567259461924305,0.7888136935993365,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0,S5
two-layer,S5_train_I_D1_val_D2_3,MLP Source+Target,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,source-only,semi,source + labeled target,target validation labels,Source+Target refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",0.9888888888888888,0.0248451997499976,0.9444444444444444,1.0,0.9901234567901234,0.0220846219999979,0.9506172839506172,1.0,0.9884810904418748,0.0257570647986401,0.9424054522093738,1.0,0.8770562770562771,0.0104256230119413,0.8658008658008658,0.8917748917748918,0.8791196994095545,0.0107380565620806,0.8681338343174092,0.8942565754159957,0.8772206124698727,0.0103421115791347,0.865967365967366,0.8919032696240191,,,,,,,,,,,,,,,,,104.0,114.14902540100812,20.0,280.0,S5
two-layer,S5_train_I_D1_val_D2_3,DANN-UDA,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6909090909090909,0.019743297404314,0.6753246753246753,0.7229437229437229,0.6970119878332439,0.0189310219895453,0.6806226516371444,0.7273215244229737,0.6997882010305754,0.0192442218515283,0.6850070077357833,0.7318905304290843,0.9029702970297032,0.0018076652062876,0.900990099009901,0.9042904290429042,0.51,0.0091287092917527,0.5,0.5166666666666667,0.02,0.0182574185835055,0.0,0.0333333333333333,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0,S5
two-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,dann,semi,source + labeled target,target validation labels,Source+Target refit,0.05,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8735930735930737,0.0083270060873036,0.8658008658008658,0.8874458874458875,0.8756843800322061,0.0080489449340789,0.8674181427804616,0.8887099660046521,0.8738350302427511,0.0083584859097432,0.8666189723050849,0.8880362868046298,0.9016501650165016,0.0027612542129837,0.8976897689768977,0.9042904290429042,0.5063003663003662,0.0094925875940177,0.4981684981684982,0.5166666666666667,0.0133333333333333,0.0182574185835055,0.0,0.0333333333333333,0.9992673992673992,0.0016381450384613,0.9963369963369964,1.0,128.0,87.57853618324526,30.0,220.0,S5
two-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-UDA,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,deep-coral,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8476190476190476,0.0093850577440167,0.8354978354978355,0.8571428571428571,0.8469851494006082,0.0105468931814363,0.8328860261227411,0.8591876901055645,0.8491467554337943,0.0093105009342406,0.837245696400626,0.8587533016136518,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0,S5
two-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,deep-coral,semi,source + labeled target,target validation labels,Source+Target refit,1.0,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9134199134199136,0.0096799479545445,0.9004329004329005,0.9264069264069263,0.9123993558776168,0.0094775098797911,0.9010556450169976,0.9250313115047414,0.915249131038418,0.0097134307195089,0.9024865690164764,0.9285282076070016,,,,,,,,,,,,,,,,,136.0,134.6476884316994,30.0,360.0,S5
two-layer,S5_train_I_D1_val_D2_3,MK-MMD-UDA,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,mk-mmd,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8380952380952381,0.0327691616758018,0.7965367965367965,0.8701298701298701,0.8369296833064949,0.0310085799106738,0.7979960636965467,0.8679549114331723,0.8427551337201249,0.030313232157709,0.8033038021410115,0.8729655421203372,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0,S5
two-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,mk-mmd,semi,source + labeled target,target validation labels,Source+Target refit,1.0,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.923809523809524,0.0116963256156764,0.9047619047619048,0.935064935064935,0.9199856861692608,0.013484305672936,0.8972982644480229,0.9311146895687958,0.9225736982486978,0.0132088536158502,0.9003264313070786,0.9335493361637152,,,,,,,,,,,,,,,,,264.0,93.96807968666806,130.0,380.0,S5
two-layer,S6_train_I_D1_2_val_D3_5,MLP Source-only,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,source-only,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7707317073170732,0.0192048972536873,0.751219512195122,0.7951219512195122,0.7726656233698488,0.0194276500183483,0.7528131753483865,0.7986437141366719,0.7713727319926609,0.016111535491868,0.7535335199052012,0.7916784347960047,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0,S6
two-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,source-only,semi,source + labeled target,target validation labels,Source+Target refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9453658536585364,0.0063601974684903,0.9365853658536586,0.951219512195122,0.9438408227140622,0.0070521236207475,0.9336016096579476,0.9500707951412176,0.9451975980887464,0.0065013084833055,0.9361155507065604,0.9510865823986708,,,,,,,,,,,,,,,,,276.0,68.7749954561976,180.0,360.0,S6
two-layer,S6_train_I_D1_2_val_D3_5,DANN-UDA,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6770731707317074,0.0177228313410584,0.6634146341463415,0.7073170731707317,0.6816901408450705,0.0170461119165692,0.6677099634846114,0.710559654221626,0.6838173032018824,0.0175490089486021,0.6719527210046786,0.7142573222174775,0.9029702970297032,0.0018076652062876,0.900990099009901,0.9042904290429042,0.51,0.0091287092917527,0.5,0.5166666666666667,0.02,0.0182574185835055,0.0,0.0333333333333333,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0,S6
two-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,dann,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9317073170731708,0.0091259936262778,0.9170731707317074,0.9414634146341464,0.9295029435874508,0.0097025058686016,0.914226097324689,0.9394887845592071,0.9310373237869424,0.0095143399229064,0.9159730795692476,0.9411113368871898,0.9023102310231024,0.0018076652062876,0.900990099009901,0.9042904290429042,0.5155677655677655,0.0219528243834367,0.5,0.5463369963369964,0.0333333333333333,0.0471404520791031,0.0,0.1,0.9978021978021978,0.0032762900769227,0.9926739926739928,1.0,248.0,133.67871932360814,30.0,390.0,S6
two-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-UDA,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,deep-coral,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.853658536585366,0.0124366329599824,0.8439024390243902,0.8731707317073171,0.8524778299426187,0.0133356100923518,0.8414188836724047,0.8737610850286907,0.8550044150733083,0.0120512030999483,0.8457433176902672,0.8738019642705952,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0,S6
two-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,deep-coral,semi,source + labeled target,target validation labels,Source+Target refit,0.001,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9492682926829268,0.0065445892024384,0.9414634146341464,0.9560975609756096,0.9474774573366124,0.0070367115368745,0.938892614948953,0.9547656308219687,0.9489342515806511,0.0068172554559704,0.9404636748316348,0.9559561944459176,,,,,,,,,,,,,,,,,314.0,50.29910535983717,270.0,400.0,S6
two-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-UDA,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,mk-mmd,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8370731707317074,0.0366016224044957,0.7902439024390244,0.8682926829268293,0.8356807511737088,0.0351474330002998,0.7909680304046501,0.8660854012966689,0.8408349200508957,0.034397800612389,0.7956149091178446,0.8703362617550261,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0,S6
two-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,mk-mmd,semi,source + labeled target,target validation labels,Source+Target refit,1.0,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",0.9979591836734696,0.0045634040357138,0.9897959183673468,1.0,0.998198198198198,0.0040289513108104,0.990990990990991,1.0,0.9981978691019788,0.0040296871923283,0.9909893455098936,1.0,0.9395121951219512,0.0131797620352256,0.9219512195121952,0.9560975609756096,0.937491616364856,0.0140174557891271,0.9195171026156942,0.9547656308219687,0.9387813219556568,0.0136028879996641,0.921657754010695,0.9561669438504792,,,,,,,,,,,,,,,,,126.0,93.70165420097985,30.0,280.0,S6
two-layer,S7_train_I_D1_3_val_D4_5,MLP Source-only,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,source-only,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7707317073170732,0.0192048972536873,0.751219512195122,0.7951219512195122,0.7726656233698488,0.0194276500183483,0.7528131753483865,0.7986437141366719,0.7713727319926609,0.016111535491868,0.7535335199052012,0.7916784347960047,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0,S7
two-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,source-only,semi,source + labeled target,target validation labels,Source+Target refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",0.979591836734694,0.0204081632653061,0.9591836734693876,1.0,0.981981981981982,0.018018018018018,0.963963963963964,1.0,0.9791065615435364,0.0210062282837261,0.9569000933706816,1.0,0.9268292682926832,0.0124366329599823,0.9170731707317074,0.946341463414634,0.925165809672852,0.0122916390776329,0.9148222669349432,0.9447797898502124,0.9263191835247218,0.0125228718119796,0.9165153842573196,0.9461090767122036,,,,,,,,,,,,,,,,,46.0,52.72570530585627,20.0,140.0,S7
two-layer,S7_train_I_D1_3_val_D4_5,DANN-UDA,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6770731707317074,0.0177228313410584,0.6634146341463415,0.7073170731707317,0.6816901408450705,0.0170461119165692,0.6677099634846114,0.710559654221626,0.6838173032018824,0.0175490089486021,0.6719527210046786,0.7142573222174775,0.9029702970297032,0.0018076652062876,0.900990099009901,0.9042904290429042,0.51,0.0091287092917527,0.5,0.5166666666666667,0.02,0.0182574185835055,0.0,0.0333333333333333,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0,S7
two-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,dann,semi,source + labeled target,target validation labels,Source+Target refit,0.2,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9404878048780488,0.0040812684221173,0.9365853658536586,0.946341463414634,0.9397421566435652,0.0041667282049306,0.93539011848871,0.9453759594604664,0.9404046605298764,0.0038734596589621,0.9365085013558044,0.9459838520147074,0.9029702970297028,0.0029519049207917,0.900990099009901,0.9075907590759076,0.521868131868132,0.0239600062814052,0.5,0.5481684981684982,0.0466666666666666,0.0505525029603436,0.0,0.1,0.9970695970695972,0.003064688741883,0.9926739926739928,1.0,218.0,98.84331034521254,110.0,380.0,S7
two-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-UDA,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,deep-coral,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.853658536585366,0.0124366329599824,0.8439024390243902,0.8731707317073171,0.8524778299426187,0.0133356100923518,0.8414188836724047,0.8737610850286907,0.8550044150733083,0.0120512030999483,0.8457433176902672,0.8738019642705952,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0,S7
two-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,deep-coral,semi,source + labeled target,target validation labels,Source+Target refit,0.001,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",0.9918367346938776,0.0182536161428554,0.9591836734693876,1.0,0.9927927927927928,0.0161158052432417,0.963963963963964,1.0,0.9913800186741362,0.0192748642094099,0.9569000933706816,1.0,0.9492682926829268,0.0152707081390229,0.9219512195121952,0.9560975609756096,0.9481928608689172,0.0150326460622803,0.9213056114464564,0.955361800432223,0.949110562912408,0.0156745359218003,0.9210716184400396,0.9561911139751252,,,,,,,,,,,,,,,,,240.0,141.24446891825534,20.0,390.0,S7
two-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-UDA,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,mk-mmd,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8370731707317074,0.0366016224044957,0.7902439024390244,0.8682926829268293,0.8356807511737088,0.0351474330002998,0.7909680304046501,0.8660854012966689,0.8408349200508957,0.034397800612389,0.7956149091178446,0.8703362617550261,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0,S7
two-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,mk-mmd,semi,source + labeled target,target validation labels,Source+Target refit,0.1,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.946341463414634,0.0109076486707306,0.9317073170731708,0.9609756097560976,0.945018257694314,0.0115053108652093,0.9295029435874508,0.960056636112974,0.94621399686999,0.0110161832123659,0.931542313895255,0.961128073492582,,,,,,,,,,,,,,,,,224.0,135.01851724856112,100.0,370.0,S7
two-layer,S1_train_I_test_all,C-DANN-UDA,Train Period I only; no validation; test every current later-day sample.,c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8945054945054945,0.0111104402110645,0.8827838827838828,0.912087912087912,0.890997942386831,0.0109569863436129,0.8792438271604938,0.9083076131687244,0.8952274071673901,0.0105460123041176,0.8847200028408082,0.9119451835856804,0.9009900990099012,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0,S1
two-layer,S1_train_I_test_all,CDAN-UDA,Train Period I only; no validation; test every current later-day sample.,cdan,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.764102564102564,0.063950631041158,0.6959706959706959,0.8388278388278388,0.7677726337448559,0.0611209421130712,0.7021604938271605,0.8401491769547325,0.7685072004617388,0.0624864380795019,0.7027274197186174,0.8410583494734967,0.9023102310231024,0.0050051983129053,0.8976897689768977,0.9108910891089108,0.5155677655677655,0.0233018574251083,0.4981684981684982,0.55,0.0333333333333333,0.0471404520791031,0.0,0.1,0.9978021978021978,0.0032762900769227,0.9926739926739928,1.0,400.0,0.0,400.0,400.0,S1
two-layer,S1_train_I_test_all,CDAN+C-DANN-UDA,Train Period I only; no validation; test every current later-day sample.,cdan+c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8893772893772894,0.011981997973477,0.8754578754578755,0.9010989010989012,0.8854938271604939,0.0124053475972099,0.8703703703703703,0.8978909465020576,0.8899009809874867,0.0118610127451597,0.8767894992741474,0.9017383928056226,0.9009900990099012,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0,S1
two-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,Train 25 and validate 5 fixed Period I samples; test every current later-day sample.,c-dann,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.2,0.2,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",0.96,0.0894427190999915,0.8,1.0,0.9666666666666668,0.0745355992499929,0.8333333333333334,1.0,0.959090909090909,0.0914755081704459,0.7954545454545454,1.0,0.8241758241758241,0.076879457369287,0.6959706959706959,0.8901098901098901,0.8248456790123457,0.0701666879436302,0.7079475308641975,0.8855452674897121,0.8266766530648745,0.0755195257526032,0.7006373859919052,0.8916517419373194,0.9161073825503354,1.2412670766236366e-16,0.9161073825503356,0.9161073825503356,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,180.0,152.31546211727817,10.0,350.0,S2
two-layer,S2_train_I_internal_val_test_all,CDAN-UDA,Train 25 and validate 5 fixed Period I samples; test every current later-day sample.,cdan,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.05,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7648351648351648,0.0432947818815894,0.6996336996336996,0.8205128205128205,0.7673096707818929,0.0427034713181496,0.7017746913580246,0.820216049382716,0.7676516994592395,0.0431338277581651,0.7020578960463353,0.8221410958794594,0.919463087248322,0.0053058350002825,0.912751677852349,0.9261744966442952,0.5309010989010989,0.0188586996405921,0.5163369963369964,0.56,0.0639999999999999,0.0357770876399966,0.04,0.12,0.9978021978021978,0.0032762900769227,0.9926739926739928,1.0,342.0,38.98717737923585,290.0,380.0,S2
two-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,Train 25 and validate 5 fixed Period I samples; test every current later-day sample.,cdan+c-dann,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.5,0.2,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8901098901098902,0.0153234437094153,0.8754578754578755,0.9084249084249084,0.8849022633744855,0.0151917802085511,0.8703703703703703,0.902906378600823,0.8898075090034488,0.0141818295219307,0.8778828104049343,0.907482993197279,0.9161073825503354,1.2412670766236366e-16,0.9161073825503356,0.9161073825503356,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,260.0,59.58187643906493,200.0,360.0,S2
two-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,c-dann,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.5,0.05,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",0.9200000000000002,0.0900617072407086,0.7666666666666667,1.0,0.9333333333333332,0.0750514227005905,0.8055555555555555,1.0,0.9196511121728512,0.0927467975233873,0.7619047619047619,1.0,0.7413919413919414,0.0894103103595955,0.6336996336996337,0.8791208791208791,0.7468878600823045,0.0822522359127269,0.6502057613168725,0.8751286008230453,0.7399079611546185,0.0949568595402396,0.616118985684203,0.879300089708195,0.9317406143344712,1.2412670766236366e-16,0.931740614334471,0.931740614334471,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,76.0,130.8816259067712,10.0,310.0,S3
two-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,cdan,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.2,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",0.9333333333333332,0.0623609564462323,0.8333333333333334,1.0,0.9444444444444444,0.0519674637051936,0.8611111111111112,1.0,0.9304195707673968,0.0663539046850004,0.8257575757575757,1.0,0.7289377289377289,0.0530187356268503,0.6556776556776557,0.8021978021978022,0.7345679012345678,0.0493621155269539,0.6671810699588477,0.8028549382716049,0.7326212695156503,0.055575403418549,0.6538916256157635,0.8076292414258606,0.9317406143344712,1.2412670766236366e-16,0.931740614334471,0.931740614334471,0.5046336996336996,0.0103612673682682,0.5,0.5231684981684982,0.01,0.0223606797749978,0.0,0.05,0.9992673992673992,0.0016381450384613,0.9963369963369964,1.0,86.0,153.23185047502363,10.0,360.0,S3
two-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,cdan+c-dann,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.5,0.5,existing run_cdan_hybrid_report.py,"0,1,2,3,4",0.8800000000000001,0.1120515754264774,0.7,1.0,0.9,0.0933763128553978,0.75,1.0,0.8756806021336914,0.1144290983819109,0.6937799043062202,1.0,0.7487179487179488,0.1295481720081026,0.5604395604395604,0.8974358974358975,0.754732510288066,0.1196570502697164,0.5820473251028807,0.8931327160493828,0.7409282332281749,0.1461710971305597,0.5158320771308335,0.8982870194137801,0.9317406143344712,1.2412670766236366e-16,0.931740614334471,0.931740614334471,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,68.0,118.61703081766969,10.0,280.0,S3
two-layer,S4_train_I_val_D1_2,C-DANN-UDA,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8922448979591836,0.0110279641519235,0.8775510204081632,0.9061224489795918,0.889115429542317,0.0108059121547803,0.8747477965381757,0.9025698205373262,0.8933970498416007,0.0106370416881535,0.8800569800569801,0.9062233589087808,0.9009900990099012,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0,S4
